time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2013-12-22T10:03:09.760Z,-46.4386,96.0153,10,5.6,mwb,,48,21.099,1.12,us,usc000lpxm,2014-02-27T21:47:49.464Z,"Southeast Indian Ridge",earthquake
2013-12-23T06:57:29.110Z,35.688,142.1406,8,5.6,mwb,,43,1.538,1.28,us,usc000lq71,2014-02-27T21:49:12.474Z,"118km E of Hasaki, Japan",earthquake
2013-12-23T09:12:27.150Z,12.7711,143.036,92,5.8,mww,,17,1.961,0.85,us,usc000lq86,2015-01-30T02:06:04.640Z,"185km WSW of Merizo Village, Guam",earthquake
2013-12-28T06:43:37.370Z,-56.4333,-142.5413,10,5.6,mwb,,27,27.48,1.48,us,usc000lt6s,2014-02-28T08:58:19.967Z,"Pacific-Antarctic Ridge",earthquake
2013-12-28T15:21:04.090Z,36.028,31.31,40.7,5.9,mww,,26,1.34,1.08,us,usc000ltax,2015-01-28T22:04:01.703Z,"77km SSW of Avsallar, Turkey",earthquake
2013-12-28T18:59:04.860Z,-1.3673,-15.1711,10.23,5.8,mww,,15,6.571,0.95,us,usc000ltdl,2014-02-28T09:01:20.530Z,"North of Ascension Island",earthquake
2013-12-28T19:06:16.790Z,-18.2012,-174.3201,95.83,5.9,mww,,16,4.255,0.6,us,usc000ltdn,2014-02-28T09:04:54.948Z,"61km NW of Neiafu, Tonga",earthquake
2013-12-28T19:31:23.800Z,20.7553,146.6663,11.82,5.6,mwc,,16,4.12,0.58,us,usc000lte5,2014-02-28T09:07:55.074Z,"185km E of Farallon de Pajaros, Northern Mariana Islands",earthquake
2013-12-29T12:49:16.720Z,-5.605,153.9863,24,5.5,mww,,23,7.03,0.98,us,usc000ltnq,2014-02-28T09:34:25.779Z,"164km SE of Taron, Papua New Guinea",earthquake
2013-12-29T15:37:38.060Z,1.2996,126.2455,42.94,5.7,mww,,25,1.237,0.86,us,usc000ltqk,2014-02-28T09:26:40.562Z,"119km E of Bitung, Indonesia",earthquake
2013-12-31T20:01:06.530Z,19.1181,120.2719,10.95,5.7,mww,,21,3.757,0.9,us,usc000luwe,2014-02-28T09:31:00.181Z,"77km NNW of Burgos, Philippines",earthquake
2014-01-01T16:03:29.000Z,-13.8633,167.249,187,6.5,mww,,14,3.997,0.76,us,usc000lvb5,2014-03-07T00:25:54.000Z,"32km W of Sola, Vanuatu",earthquake
2014-01-04T00:11:48.000Z,-20.687,-70.795,26.1,5.7,mww,,,,0.98,us,usc000lwmk,2015-01-30T12:02:57.443Z,"85km SW of Iquique, Chile",earthquake
2014-01-04T05:23:00.310Z,36.9704,143.3822,22,5.5,mwb,,46,4.176,0.7,us,usc000lwp7,2014-03-07T00:25:57.000Z,"218km ESE of Namie, Japan",earthquake
2014-01-05T03:36:40.590Z,4.557,-76.644,53.91,5.5,mwb,,21,2.332,0.65,us,usc000lx2l,2015-01-28T17:32:01.830Z,"44km S of Novita, Colombia",earthquake
2014-01-07T23:02:53.360Z,-4.5306,-106.0719,10,5.7,mwb,,45,16.226,1.04,us,usc000lyi1,2014-03-07T00:26:02.000Z,"Central East Pacific Rise",earthquake
2014-01-08T04:22:10.180Z,-20.7495,-70.633,20,5.7,mww,,36,1.345,0.73,us,usc000lykc,2015-01-30T15:42:49.261Z,"77km SW of Iquique, Chile",earthquake
2014-01-09T06:39:33.450Z,-11.5917,166.5235,58.01,5.8,mww,,35,6.811,0.74,us,usc000lz8g,2014-03-15T03:38:44.000Z,"122km SE of Lata, Solomon Islands",earthquake
2014-01-10T02:22:55.930Z,-31.3131,-179.5728,211,5.6,mww,,22,2.504,1.01,us,usc000lzsc,2014-03-15T03:38:53.000Z,"65km WNW of L'Esperance Rock, New Zealand",earthquake
2014-01-11T13:10:51.110Z,14.6437,-92.0592,78,5.5,mwb,,68,0.329,1.37,us,usc000m0xb,2015-01-29T18:01:38.527Z,"8km SSW of Pajapita, Guatemala",earthquake
2014-01-13T04:01:03.240Z,19.0428,-66.8096,20,6.4,mww,,21,0.572,1.22,us,usc000m1w9,2015-02-05T21:07:38.412Z,"61km N of Hatillo, Puerto Rico",earthquake
2014-01-16T07:33:09.690Z,51.1701,-179.2252,27,5.5,mwb,,70,0.681,1.14,us,usb000m225,2014-03-22T00:05:16.000Z,"13km SW of Amatignak Island, Alaska",earthquake
2014-01-20T02:52:44.350Z,-40.6595,175.8144,28,6.1,mww,,29,0.329,0.95,us,usb000m4i4,2015-01-29T02:36:13.548Z,"35km NNE of Masterton, New Zealand",earthquake
2014-01-21T01:29:07.000Z,-15.1443,-174.6812,6.12,6.1,mww,,45,3.068,0.89,us,usb000m5ge,2014-03-22T00:05:27.000Z,"133km NW of Hihifo, Tonga",earthquake
2014-01-22T03:41:29.520Z,-15.1091,-174.6902,11.34,5.5,mwc,,51,3.062,0.81,us,usb000m635,2014-03-27T18:15:34.000Z,"137km NW of Hihifo, Tonga",earthquake
2014-01-22T10:20:30.700Z,-20.4871,172.5205,10.03,5.6,mwb,,60,4.819,0.69,us,usb000m668,2014-03-27T18:15:35.000Z,"217km NNE of Ile Hunter, New Caledonia",earthquake
2014-01-23T00:52:15.320Z,-7.1045,120.3147,579,5.5,mwb,,30,4.714,0.94,us,usb000m6hr,2014-03-27T18:15:36.000Z,"130km N of Lanos, Indonesia",earthquake
2014-01-23T04:59:49.820Z,13.3556,146.1336,7,5.8,mww,,17,1.252,0.93,us,usb000m6jc,2014-03-27T18:15:36.000Z,"133km SE of Rota, Northern Mariana Islands",earthquake
2014-01-23T05:23:59.510Z,13.3936,146.1758,10,5.7,mwc,,25,1.286,0.92,us,usb000m6jk,2014-03-27T18:15:36.000Z,"134km SE of Rota, Northern Mariana Islands",earthquake
2014-01-25T05:14:18.510Z,-7.9855,109.2653,66,6.1,mww,,20,1.248,1.45,us,usb000m7wd,2015-01-29T02:05:32.398Z,"38km SSE of Adipala, Indonesia",earthquake
2014-01-26T13:55:42.210Z,38.2082,20.4528,8,6.1,mww,,36,1.555,0.81,us,usb000m8ch,2015-01-29T03:11:18.143Z,"1km ENE of Lixourion, Greece",earthquake
2014-01-26T13:57:19.250Z,38.2889,20.5649,10,5.6,mb,,82,1.567,1,us,usc000mn0r,2014-03-27T18:15:42.000Z,"8km WNW of Sami, Greece",earthquake
2014-01-27T16:42:37.590Z,-19.2592,-63.9189,600.21,5.6,mwb,,28,4.234,0.85,us,usb000m8x1,2014-03-27T18:15:44.000Z,"40km E of Padilla, Bolivia",earthquake
2014-01-29T00:32:28.240Z,-9.5949,161.2282,41,5.6,mwb,,16,1.272,0.7,us,usc000mcj6,2014-04-08T01:43:14.000Z,"108km SSE of Auki, Solomon Islands",earthquake
2014-01-29T10:01:50.730Z,-18.5087,-69.3735,120.03,5.6,mww,,26,0.653,1.13,us,usc000mcsn,2015-01-30T23:01:37.017Z,"39km SSE of Putre, Chile",earthquake
2014-02-01T03:58:43.990Z,-56.8269,-27.3391,129.97,6.1,mww,,23,5.783,0.79,us,usc000mf4j,2014-04-08T01:43:19.000Z,"16km SSW of Visokoi Island, ",earthquake
2014-02-01T20:00:01.310Z,-11.4671,166.2799,45.95,5.7,mww,,36,4.056,0.67,us,usc000mfe4,2014-04-08T01:43:21.000Z,"96km SSE of Lata, Solomon Islands",earthquake
2014-02-02T09:26:37.820Z,-32.9076,-177.8806,44.26,6.5,mww,,22,3.651,1.28,us,usc000mfm0,2014-04-08T01:43:23.000Z,"189km SSE of L'Esperance Rock, New Zealand",earthquake
2014-02-03T03:08:46.190Z,38.2637,20.3897,5,6,mww,,,,1.26,us,usc000mfuh,2015-01-29T19:25:48.120Z,"7km NNW of Lixourion, Greece",earthquake
2014-02-03T04:25:59.940Z,-4.8976,153.7404,109,5.6,mww,,19,1.721,1.02,us,usc000mfvh,2014-04-08T01:43:24.000Z,"91km ESE of Taron, Papua New Guinea",earthquake
2014-02-03T22:36:37.090Z,-7.1916,128.1716,7.05,5.8,mww,,17,3.198,1.39,us,usc000mgma,2014-04-08T01:43:26.000Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-02-05T20:52:33.370Z,-61.3939,154.4542,10,5.9,mww,,32,7.316,0.99,us,usc000mij1,2014-04-22T18:30:06.000Z,"Balleny Islands region",earthquake
2014-02-05T22:53:05.350Z,-20.3954,169.2569,48.18,5.5,mwb,,58,2.778,1.09,us,usc000miql,2014-04-22T18:30:06.000Z,"93km S of Isangel, Vanuatu",earthquake
2014-02-06T05:47:02.490Z,-11.5493,166.4025,50.23,5.5,mwb,,34,3.951,0.68,us,usc000miyu,2014-04-22T18:30:06.000Z,"111km SE of Lata, Solomon Islands",earthquake
2014-02-07T08:40:13.550Z,-15.0691,167.3721,122,6.5,mww,,20,0.409,1.15,us,usc000mjye,2014-04-22T18:30:07.000Z,"34km E of Port-Olry, Vanuatu",earthquake
2014-02-08T19:50:36.410Z,-60.4256,-45.1914,23.93,5.7,mww,,45,7.744,0.85,us,usc000ml4s,2014-04-22T18:30:09.000Z,"Scotia Sea",earthquake
2014-02-09T14:56:39.110Z,-5.9651,154.435,41.8,6,mww,,15,2.867,0.93,us,usc000mlk4,2014-04-22T18:30:11.000Z,"122km WNW of Panguna, Papua New Guinea",earthquake
2014-02-10T18:06:17.930Z,-8.2076,124.5284,18.6,5.5,mwb,,40,1.559,0.94,us,usc000mmb5,2014-04-22T18:30:12.000Z,"107km NNW of Atambua, Indonesia",earthquake
2014-02-12T09:19:49.060Z,35.9053,82.5864,10,6.9,mww,,18,7.496,0.83,us,usc000mnvj,2015-01-30T23:03:45.902Z,"272km ESE of Hotan, China",earthquake
2014-02-12T09:24:43.010Z,35.8221,82.4667,10,5.7,mb,,29,9.192,0.93,us,usc000mz3i,2014-04-30T21:18:17.000Z,"268km ESE of Hotan, China",earthquake
2014-02-12T11:43:10.000Z,-22.354,-68.813,99.9,5.6,mww,,,,1.33,us,usc000mnzc,2015-01-30T06:39:04.270Z,"17km NE of Calama, Chile",earthquake
2014-02-12T19:22:52.300Z,-20.6722,169.8817,10,5.5,mb,,62,3.262,1.14,us,usd0002z9l,2014-02-15T20:37:31.000Z,"139km SSE of Isangel, Vanuatu",earthquake
2014-02-12T19:22:53.350Z,-20.6254,169.8532,12.34,5.6,mww,,34,3.209,0.71,us,usc000mp97,2014-04-30T21:18:17.000Z,"133km SSE of Isangel, Vanuatu",earthquake
2014-02-14T07:44:15.060Z,-22.9553,-114.3303,12,5.6,mww,,35,14.562,1.08,us,usc000mqd1,2014-04-30T21:18:20.000Z,"Easter Island region",earthquake
2014-02-17T05:55:59.160Z,18.5285,120.4305,20.23,5.5,mww,,43,0.971,0.93,us,usc000mruf,2015-01-30T16:59:18.734Z,"16km WNW of Davila, Philippines",earthquake
2014-02-18T08:14:42.540Z,-34.7981,-179.4181,27.01,5.6,mwc,,57,3.316,0.71,us,usc000msj8,2014-04-30T21:18:24.000Z,"South of the Kermadec Islands",earthquake
2014-02-18T09:27:13.120Z,14.6682,-58.9272,14.83,6.5,mww,,30,1.635,0.94,us,usc000mskt,2015-01-28T19:00:55.520Z,"172km NNE of Bathsheba, Barbados",earthquake
2014-02-18T10:12:15.640Z,-4.9229,153.7758,112.21,5.8,mwc,,13,1.763,0.89,us,usc000mslg,2014-04-30T21:18:24.000Z,"96km ESE of Taron, Papua New Guinea",earthquake
2014-02-18T23:35:58.270Z,-14.1648,-75.5997,57.04,5.9,mww,,18,2.479,0.65,us,usc000mt6q,2015-01-29T01:18:11.138Z,"12km ENE of Santiago, Peru",earthquake
2014-02-22T22:39:32.230Z,-60.2444,-47.2746,10,5.5,mwb,,54,8.351,0.99,us,usc000mwta,2014-05-07T00:03:07.000Z,"Scotia Sea",earthquake
2014-02-24T23:26:55.070Z,4.1306,62.8765,4,5.6,mww,,74,10.735,1.31,us,usc000mxls,2014-05-07T00:03:10.000Z,"Carlsberg Ridge",earthquake
2014-02-24T23:32:47.530Z,4.1326,62.6332,10,5.6,mwb,,65,11.296,0.9,us,usc000mxn0,2014-05-07T00:03:10.000Z,"Carlsberg Ridge",earthquake
2014-02-24T23:47:06.090Z,4.0592,62.5996,10,5.5,mwc,,102,11.218,1.26,us,usc000mxmh,2014-05-07T00:03:10.000Z,"Carlsberg Ridge",earthquake
2014-02-24T23:59:45.780Z,4.2246,62.5227,10,5.5,mwc,,40,11.099,0.92,us,usc000mxmu,2014-05-07T00:03:10.000Z,"Carlsberg Ridge",earthquake
2014-02-26T21:13:40.110Z,53.6047,-171.821,265,6.1,mww,,30,1.845,1.15,us,usc000myqq,2014-05-13T21:36:42.000Z,"129km NNW of Amukta Island, Alaska",earthquake
2014-03-02T09:37:54.840Z,12.5559,-87.6879,60,6.2,mww,,38,0.436,1.43,us,usb000mzef,2015-01-28T18:38:13.464Z,"33km SW of Jiquilillo, Nicaragua",earthquake
2014-03-02T19:38:56.370Z,-6.2859,154.8444,45,5.8,mww,,16,3.384,1.06,us,usb000mzlz,2014-05-13T21:36:49.000Z,"70km W of Panguna, Papua New Guinea",earthquake
2014-03-02T20:11:23.430Z,27.4312,127.3674,119,6.5,mww,,17,1.001,0.97,us,usb000mzmn,2015-01-28T17:53:45.068Z,"111km NNW of Nago, Japan",earthquake
2014-03-02T22:17:14.400Z,14.1833,-93.1535,18.47,6,mww,,62,1.121,0.91,us,usb000mzqn,2015-01-30T11:14:29.510Z,"98km SW of Puerto Madero, Mexico",earthquake
2014-03-04T10:51:15.570Z,-33.6046,-71.957,20,5.7,mww,,41,1.007,0.82,us,usb000n0mp,2015-01-28T20:10:41.924Z,"31km W of San Antonio, Chile",earthquake
2014-03-05T09:56:57.840Z,-14.7378,169.8234,638,6.3,mww,,19,7.967,0.89,us,usb000n1ex,2014-05-15T02:23:06.000Z,"262km ESE of Sola, Vanuatu",earthquake
2014-03-05T17:34:19.590Z,-14.7947,167.2548,109.6,5.6,mwb,,35,7.278,0.87,us,usb000n1mk,2014-05-15T02:23:10.000Z,"35km NE of Port-Olry, Vanuatu",earthquake
2014-03-05T22:27:06.390Z,-5.7523,154.1211,33,5.6,mww,,17,2.491,1.48,us,usc000n3qp,2014-05-15T02:23:13.000Z,"163km WNW of Panguna, Papua New Guinea",earthquake
2014-03-07T10:04:52.740Z,-28.152,-176.6437,27,5.7,mww,,44,1.568,1.37,us,usc000n4rt,2014-05-15T02:23:27.000Z,"174km NE of Raoul Island, New Zealand",earthquake
2014-03-09T20:29:52.590Z,1.6575,-79.3537,6,5.6,mww,,62,1.674,0.84,us,usc000n62j,2015-01-30T23:47:53.983Z,"61km WSW of Tumaco, Colombia",earthquake
2014-03-10T00:38:15.100Z,16.0414,-98.3358,8.41,5.8,mww,,82,1.528,0.7,us,usc000n65q,2015-01-30T02:47:45.392Z,"45km SW of Santiago Pinotepa Nacional, Mexico",earthquake
2014-03-10T05:18:13.400Z,40.8287,-125.1338,16.6,6.8,Mw,,230.4,0.65577016,0.15,nc,nc72182046,2015-01-28T21:15:06.525Z,"78km WNW of Ferndale, California",earthquake
2014-03-10T17:33:29.000Z,-5.4804,147.9554,260,5.9,mww,,11,3.464,0.88,us,usc000n6px,2014-05-15T02:24:15.000Z,"124km N of Finschhafen, Papua New Guinea",earthquake
2014-03-11T02:44:05.830Z,-60.8623,-19.9775,10,6.4,mww,,48,10.949,0.82,us,usc000n7bm,2014-05-15T02:24:19.000Z,"East of the South Sandwich Islands",earthquake
2014-03-11T22:03:09.810Z,-3.0856,148.5531,7,6.1,mww,,17,1.574,1.22,us,usc000n8ez,2014-05-15T02:24:30.000Z,"184km SE of Lorengau, Papua New Guinea",earthquake
2014-03-12T19:25:41.560Z,-23.5928,-175.0857,14.88,5.6,mww,,77,8.664,1.31,us,usc000n9h2,2014-05-16T21:51:38.000Z,"250km S of `Ohonua, Tonga",earthquake
2014-03-13T17:06:50.770Z,33.6842,131.8249,79,6.3,mww,,12,0.969,1.28,us,usc000nabv,2015-01-28T21:02:15.312Z,"15km NNE of Kunisaki-shi, Japan",earthquake
2014-03-13T19:11:34.640Z,41.9039,-126.8982,10,5.5,mww,,63,2.013,1.14,us,usc000nah5,2015-01-30T20:03:32.252Z,"212km WSW of Gold Beach, Oregon",earthquake
2014-03-14T13:38:06.200Z,7.7631,94.3128,10,5.5,mww,,62,3.631,0.95,us,usc000nb99,2014-05-16T21:51:40.000Z,"112km ESE of Mohean, India",earthquake
2014-03-14T20:32:09.630Z,-53.5105,25.2378,11.29,5.5,mwb,,33,18.459,0.69,us,usc000nbsx,2014-05-16T21:51:40.000Z,"South of Africa",earthquake
2014-03-15T08:59:21.860Z,-14.0848,-76.3113,20,6.1,mww,,71,2.147,1.04,us,usc000ncbl,2015-01-29T20:04:46.999Z,"24km S of Paracas, Peru",earthquake
2014-03-15T23:51:32.970Z,-5.5745,-80.9709,29,6.3,mww,,48,2.993,1.22,us,usc000nd0c,2015-01-29T19:29:40.555Z,"16km W of Sechura, Peru",earthquake
2014-03-16T21:16:29.600Z,-19.9807,-70.7022,20,6.7,mww,,44,1.008,0.83,us,usc000ndnj,2015-01-29T00:44:16.093Z,"64km WNW of Iquique, Chile",earthquake
2014-03-17T05:11:34.860Z,-20.0168,-70.8837,21,6.4,mww,,24,1.183,1.09,us,usc000ndw9,2015-01-30T13:11:38.521Z,"80km WNW of Iquique, Chile",earthquake
2014-03-17T13:24:48.910Z,-53.1677,-32.3157,5.96,5.8,mwb,,24,2.719,0.82,us,usc000ne4m,2014-05-16T21:51:46.000Z,"South Georgia Island region",earthquake
2014-03-18T21:26:45.400Z,-19.9262,-70.7961,3.32,5.8,mww,,80,1.086,1.2,us,usc000ng3t,2015-01-30T20:00:44.709Z,"75km WNW of Iquique, Chile",earthquake
2014-03-19T00:34:15.830Z,-5.298,152.9064,20,5.8,mww,,16,1.325,0.67,us,usc000ngbm,2014-05-24T00:54:32.000Z,"92km S of Taron, Papua New Guinea",earthquake
2014-03-19T12:19:26.020Z,24.109,122.2613,20,5.8,mww,,14,0.612,0.91,us,usc000ngte,2015-01-29T23:40:26.532Z,"68km ENE of Hualian, Taiwan",earthquake
2014-03-19T16:00:23.160Z,-27.8839,-177.1289,30.73,5.8,mww,,27,1.527,0.81,us,usc000ngya,2014-05-24T00:54:33.000Z,"170km NNE of Raoul Island, New Zealand",earthquake
2014-03-19T20:17:43.540Z,-60.731,-25.3287,10,5.5,mww,,43,8.813,1.1,us,usc000nhe7,2014-05-24T00:54:34.000Z,"200km SSE of Bristol Island, South Sandwich Islands",earthquake
2014-03-20T18:44:14.570Z,-5.251,152.7899,26.15,5.6,mww,,13,1.223,0.74,us,usc000nitp,2014-05-24T00:54:35.000Z,"90km SSW of Taron, Papua New Guinea",earthquake
2014-03-20T21:15:10.670Z,-5.1882,152.8343,27,5.8,mww,,25,1.194,0.78,us,usc000nj7v,2014-05-24T00:54:35.000Z,"82km SSW of Taron, Papua New Guinea",earthquake
2014-03-21T13:41:09.480Z,7.7448,94.3342,21.54,6.4,mww,,35,3.604,1.14,us,usc000njrq,2014-05-24T00:54:36.000Z,"114km ESE of Mohean, India",earthquake
2014-03-21T14:11:13.890Z,7.5417,94.2698,10,5.5,mb,,37,3.515,1.1,us,usc000njsg,2014-05-24T00:54:37.000Z,"115km ESE of Mohean, India",earthquake
2014-03-22T12:59:59.150Z,-19.7625,-70.874,20,6.2,mww,,82,0.726,0.81,us,usc000nl0m,2015-01-30T04:25:24.280Z,"91km WNW of Iquique, Chile",earthquake
2014-03-22T13:29:58.410Z,-19.7163,-70.9515,17,5.6,mww,,80,0.789,1.43,us,usc000nl19,2014-05-24T00:54:40.000Z,"101km WNW of Iquique, Chile",earthquake
2014-03-23T04:31:01.620Z,-20.6741,-178.8113,606.87,5.9,mwb,,18,4.155,0.76,us,usc000nlq5,2014-05-24T00:54:41.000Z,"11km WSW of Ndoi Island, Fiji",earthquake
2014-03-23T18:20:01.930Z,-19.6899,-70.8538,21,6.3,mww,,82,0.695,0.85,us,usc000nm96,2015-01-30T04:19:53.645Z,"94km NW of Iquique, Chile",earthquake
2014-03-24T11:26:39.400Z,-19.8239,-70.7651,22,5.7,mww,,82,0.645,0.7,us,usc000nmvq,2014-05-24T00:54:43.000Z,"78km NW of Iquique, Chile",earthquake
2014-03-24T11:40:43.470Z,-19.8288,-70.8824,15.19,5.6,mww,,80,0.751,0.63,us,usc000nmwm,2014-05-24T00:54:43.000Z,"88km WNW of Iquique, Chile",earthquake
2014-03-24T15:45:31.140Z,-19.5932,-70.8207,17.05,5.7,mww,,80,0.657,1.05,us,usc000nn3h,2015-01-30T19:12:41.059Z,"99km NW of Iquique, Chile",earthquake
2014-03-26T03:29:35.720Z,-26.1692,179.2877,495,6.3,mww,,22,3.933,0.64,us,usc000nqnq,2014-05-29T23:32:03.000Z,"South of the Fiji Islands",earthquake
2014-03-26T08:49:41.910Z,28.19,131.5108,10,5.5,mww,,29,3.176,0.71,us,usc000nqxt,2014-05-29T23:32:05.000Z,"199km E of Naze, Japan",earthquake
2014-03-27T03:49:42.710Z,-12.0989,166.5894,98,6,mww,,28,7.04,0.73,us,usc000nsgk,2014-05-29T23:32:05.000Z,"173km SSE of Lata, Solomon Islands",earthquake
2014-03-27T23:50:52.190Z,-29.1646,-68.7459,10,5.7,mww,,24,1.717,0.71,us,usc000nu2x,2015-01-30T02:18:10.052Z,"69km SW of Vinchina, Argentina",earthquake
2014-03-28T14:36:08.080Z,11.6487,-86.5532,46,5.6,mww,,58,1.387,1.48,us,usc000numx,2015-01-28T22:51:31.277Z,"15km SSW of Masachapa, Nicaragua",earthquake
2014-03-28T14:37:12.750Z,-17.0544,-176.7788,10,5.5,mww,,72,4.982,1.42,us,usc000nunk,2014-05-29T23:32:06.000Z,"Fiji region",earthquake
2014-03-29T07:46:50.190Z,-0.848,-21.9196,12,5.9,mww,,50,10.308,0.82,us,usc000nvs8,2014-05-29T23:32:07.000Z,"Central Mid-Atlantic Ridge",earthquake
2014-03-31T12:53:06.000Z,-19.511,-69.174,114.5,5.6,mww,,,,0.85,us,usc000nxi1,2015-01-31T04:43:54.116Z,"128km NE of Iquique, Chile",earthquake
2014-03-31T13:40:58.370Z,-8.3029,146.9838,4,5.6,mww,,18,1.108,0.86,us,usc000nxit,2015-01-30T07:45:55.871Z,"104km NW of Kokoda, Papua New Guinea",earthquake
2014-04-01T23:46:47.260Z,-19.6097,-70.7691,25,8.2,mww,,23,0.609,0.66,us,usc000nzvd,2015-02-21T00:02:28.373Z,"94km NW of Iquique, Chile",earthquake
2014-04-01T23:57:58.790Z,-19.8927,-70.9455,28.42,6.9,mww,,119,0.828,0.93,us,usc000nzwm,2014-05-29T23:32:13.000Z,"91km WNW of Iquique, Chile",earthquake
2014-04-01T23:59:57.790Z,-19.4928,-70.166,21.61,5.8,mb,,97,0.111,0.74,us,usb000pmkl,2014-05-29T23:32:15.000Z,"80km N of Iquique, Chile",earthquake
2014-04-02T00:03:13.710Z,-19.7831,-70.719,20.72,5.7,mb,,52,0.591,0.6,us,usc000nzx8,2014-06-11T06:06:00.000Z,"77km NW of Iquique, Chile",earthquake
2014-04-02T00:04:50.930Z,-19.548,-70.7269,10,5.6,mb,,107,0.571,1.04,us,usb000pmm0,2014-06-11T06:06:00.000Z,"96km NW of Iquique, Chile",earthquake
2014-04-02T00:06:43.900Z,-19.7029,-70.9445,10,5.6,mb,,96,0.781,0.8,us,usc000nzwg,2014-06-11T06:06:00.000Z,"101km NW of Iquique, Chile",earthquake
2014-04-02T04:46:18.770Z,-20.0759,-70.8325,16.53,5.5,mwr,,129,0.82,0.83,us,usc000p08t,2014-06-11T06:06:01.000Z,"73km WNW of Iquique, Chile",earthquake
2014-04-02T16:13:26.720Z,7.94,-82.34,25,6,mww,,43,2.694,0.95,us,usc000p11f,2015-01-28T19:14:46.313Z,"48km SSE of Pedregal, Panama",earthquake
2014-04-02T23:22:47.720Z,39.1648,141.8049,58.06,5.5,mwb,,73,3.027,0.99,us,usc000p20r,2015-01-30T08:58:54.605Z,"12km NE of Ofunato, Japan",earthquake
2014-04-03T01:58:30.530Z,-20.3113,-70.5756,24.07,6.5,mww,,82,0.828,0.62,us,usc000p26f,2015-01-30T14:14:19.257Z,"46km WSW of Iquique, Chile",earthquake
2014-04-03T02:43:13.110Z,-20.5709,-70.4931,22.4,7.7,mww,,44,1.029,0.82,us,usc000p27i,2014-06-11T06:06:04.000Z,"53km SW of Iquique, Chile",earthquake
2014-04-03T02:56:05.060Z,-20.7468,-70.531,10,5.5,mb,,82,1.019,0.91,us,usc000p27s,2014-06-11T06:06:04.000Z,"70km SW of Iquique, Chile",earthquake
2014-04-03T03:11:14.470Z,-20.6403,-70.7332,10,5.5,mb,,82,1.185,0.83,us,usc000p28l,2014-06-11T06:06:04.000Z,"77km SW of Iquique, Chile",earthquake
2014-04-03T05:26:15.700Z,-20.7969,-70.5865,25,6.4,mww,,35,1.056,0.98,us,usc000p2cs,2014-06-11T06:06:04.000Z,"78km SW of Iquique, Chile",earthquake
2014-04-03T09:30:24.930Z,-5.2416,102.2802,44.12,5.7,mwb,,38,1.104,1.02,us,usc000p2la,2014-06-11T06:06:05.000Z,"159km S of Bengkulu, Indonesia",earthquake
2014-04-04T01:37:50.570Z,-20.6426,-70.654,13.71,6.3,mww,,43,1.153,1.01,us,usc000p4a9,2014-06-11T06:06:07.000Z,"70km SW of Iquique, Chile",earthquake
2014-04-04T11:40:32.000Z,-10.5365,161.7027,57,6,mww,,20,2.044,0.88,us,usc000p4ty,2015-01-30T15:11:22.658Z,"25km WSW of Kirakira, Solomon Islands",earthquake
2014-04-04T20:08:06.970Z,37.2833,23.8711,107,5.6,mww,,26,1.556,0.84,us,usc000p5r9,2015-01-29T17:17:17.189Z,"36km ESE of Ydra, Greece",earthquake
2014-04-05T02:22:38.970Z,-32.7997,-71.5803,40.18,5.6,mwb,,65,0.506,0.7,us,usc000p66r,2015-01-28T10:44:58.527Z,"25km N of Vina del Mar, Chile",earthquake
2014-04-07T13:43:21.010Z,-20.1273,-70.8513,8,5.7,mww,,29,0.864,0.79,us,usc000p8us,2014-06-11T06:06:11.000Z,"74km W of Iquique, Chile",earthquake
2014-04-08T10:14:31.580Z,-20.5124,-70.9226,6,5.6,mww,,95,0.783,1.34,us,usc000palw,2014-06-11T06:06:13.000Z,"87km WSW of Iquique, Chile",earthquake
2014-04-09T08:28:48.320Z,-49.854,-114.2804,10,5.6,mwc,,49,26.425,1.45,us,usb000qllq,2014-07-01T02:37:52.000Z,"Southern East Pacific Rise",earthquake
2014-04-10T22:27:08.250Z,-19.2441,-173.371,4,5.8,mwb,,45,5.52,0.69,us,usc000pfd3,2014-07-01T02:37:54.000Z,"92km SE of Neiafu, Tonga",earthquake
2014-04-10T23:27:45.600Z,12.4029,-86.3783,13,6.1,mww,,31,1.254,0.96,us,usd0003cqx,2015-01-30T06:13:04.397Z,"16km SW of Valle San Francisco, Nicaragua",earthquake
2014-04-11T00:01:45.210Z,-20.659,-70.6472,13.77,6.2,mww,,44,0.489,0.8,us,usc000pfgr,2014-07-01T02:37:55.000Z,"72km SW of Iquique, Chile",earthquake
2014-04-11T07:07:23.130Z,-6.5858,155.0485,60.53,7.1,mww,,21,3.729,0.88,us,usc000pft9,2014-07-01T02:37:56.000Z,"56km WSW of Panguna, Papua New Guinea",earthquake
2014-04-11T08:16:45.660Z,-6.7878,154.9502,20,6.5,mww,,16,3.787,1.37,us,usc000pfuy,2014-07-01T02:37:56.000Z,"78km SW of Panguna, Papua New Guinea",earthquake
2014-04-11T12:55:17.800Z,-6.8795,154.9753,9.64,5.7,mwc,,18,3.868,0.63,us,usc000pg0h,2014-07-01T02:37:57.000Z,"83km SW of Panguna, Papua New Guinea",earthquake
